"HolderAddress","Balance","PendingBalanceUpdate"
"0x00a3cce0ea1bccd99047aa9e1553188925ce3689","9.4E-07","No"
"0x00aa3172387f3ee1fb4b0df58379ae48eb8f0a2f","0.50893745","No"
"0x00aaa8018020d48a38fbfed5b07308fb1cb19e2f","6420.0152","No"
"0x00adf6322a0345b23f78954098d201e64d8ba3fe","993.52555075","No"
"0x00aff6d5bcd342a3fc51419997b13b8ee0f75bcb","4783.32376796","No"
"0x00b0a44fe829b123de184bd3ddd508b6459b8eed","1281.55034466","No"
"0x00b6ea48c18e990305800dfe6373a91b841de091","1721.96","No"
"0x00b73697688bbb4ceec57c1271fe4a772029a511","54.33283726","No"
"0x00c2821233f5d3ede54229d28218e744a6c4fb3a","5350.68235509","No"
"0x00cadcc7c1b115ec53da7ff1db0727c030913324","5845.56943044","No"
"0x00d5fe51e8dd8c9ca62c59046a902153ab43f9b5","8086.30049612","No"
"0x00de7110386f76560bdca58035363fdf599b7d5c","1002.40563522","No"
"0x00e6224fd18cbbc2e20a5cbd2103d6e8cea741f8","3267.71718638","No"
"0x00eb53aa4e0ee681b1275d005e80cdb4c52d985e","3777.70498986","No"
"0x00ebeb083598e1c7fc0006c6cf65b679b2ae9ef2","360.25949053","No"
"0x00ed1108e0b8fdb3e71e15d19171abcfaac0899b","252.88118696","No"
"0x00ef3cd0add0bd4c4c604d0d16b21b7e8a7c993c","75.65777769","No"
"0x00f344dd956bd3f6e56722d9e189d848f4b3a306","1190.46927252","No"
"0x00f46270154c04e1714d1d963391dabb2e85efb8","10037.09197943","No"
"0x00f487a0ea72670b200b5c75c36cc03e659677e9","19177.9688654","No"
"0x00f623d293de38853f0bca6e812c79400e3641c4","776.29100875","No"
"0x010b0d82cb1f8084c4357415fbe0d20a561dcde5","14596.14379563","No"
"0x010bfc7284a56d37ae72e9f753ee4e2b8f67d225","318.94301775","No"
"0x010f9534964929fa82160ea6782da44df961ec7b","223252.5110656","No"
"0x01171a9450c5cffd5f851e2c3cb16b819034ed71","416.78912048","No"
"0x01171ca5eacc8f23d51a5fa354a8abde29947cf9","120.53783889","No"
"0x01184ed35d6881f2524135fb94f7906143e8bc49","464.72341255","No"
"0x011a7e5e16f7151c431b028a93f4323ae0ce051a","346.82592008","No"
"0x011caed210c8cc9603dc43f94b864f2b49a377ce","26014.71315991","No"
"0x01206255a7423f72b27d85a4c57c4ace566273d8","752.56","No"
"0x01222a114552e89e4c548170f8c1f4d5460d255a","504.88704511","No"
"0x012f8a02f89f85c0df1a3d3a93376508cc0dd88b","325","No"
"0x0130d7a66d71723494428cb74ac09ba457c6167d","800","No"
"0x0138e06bfcdf03f9744f5234283f17d71523a97f","500","No"
"0x013ddb655ac8dba573b9e4395cf4bdcf3ad2535c","1282.79672479","No"
"0x0145960fd8517f78a6ef839ac6db5eef7c6c82a9","0.03650931","No"
"0x014afdda4a3fa20813a5a9d952da5d3e880043f3","2000","No"
"0x014c9b91d6c2909f8c15d81b2900fd10ecb5a8e8","6002.6","No"
"0x014eca61dbf9311969e1181d3b42421bfae73d5e","3064.54145549","No"
"0x014f8013d34ce928851d1badfcc40b5002413d35","3000.0000025","No"
"0x0151379b7e96d108920272f33f8042081aba7ad9","0.09124402","No"
"0x0155d5a9af1a0dd7222b4e41f0b76b8e5a630b6e","2426.28943633","No"
"0x01571444300d21aba43ccbe36c754c2d4a8dca09","1388.53336033","No"
"0x0159471f6a50ace505676f9111005cc3bf29ff5a","6313.58350036","No"
"0x015c041e3fd31eea06018756765ed8a5627d6c91","2274.40773959","No"
"0x015df768ec74575220ae993d84dd03b9f6ead253","1","No"
"0x015ec1fa097ece8cadb1fcb8fafdd3b953b02e49","3448.67","No"
"0x015f2d25891cc724dca64f5a6ff6953ca6e57144","69.38661","No"
"0x016057449a6de4cabf5a728773128f8ac0969eee","3093.9587","No"
"0x016368ea98705a361cba2d7c9202fead501bc5de","462.14657078","No"
"0x01637debbe091cf2b83509a2d5797d8985d6b2f4","50000","No"
"0x0163cfcbbc9ea8040926481e93a6dc0c9af75db0","89","No"
"0x01653016ad689d44732d3ccd3997eaf3821f119f","5371.56365745","No"
"0x0167767e7ffabd6e9fe1f958535bf296622d4b21","1011.14010617","No"
"0x016e93087771b576abb556f07ad01e94b92d5564","122.73329182","No"
"0x016fd12d4d21b3d3bb85345e610830b80b6cfbc2","5052.50945531","No"
"0x01722e18d45442324a423d56a71ce54510b767ad","1035.8898259","No"
"0x017272f69390ed9504a1fd33ade1a8218460d750","1234.02871827","No"
"0x0177145c61a888baaf2b39a71277efab0c40834f","0.06303446","No"
"0x017919819169bf91d580216d58f9a84673678443","101.15211554","No"
"0x0179b4c77d72d814ff782bb1a463dabea1a16653","1189.6145","No"
"0x017adb31bc7d0f0d3cba98000b14ef99a9591831","854.99999999","No"
"0x017b59c40a0b7ae110a23bbcdea9728881e8db83","0.01","No"
"0x017da45409206e6699bf59556d232b1a7255f12a","1031.37786678","No"
"0x0186bafee94df81b44d44b3b38c6d548add10e80","501.3603442","No"
"0x0188d543c817df085ce24ecb005698785768bdc9","3055.12788794","No"
"0x018a06f3411fcf6517e3f28fb7ffb1414067d8e2","25146.18490877","No"
"0x018b06566e23f4cd38c7cf79915b24749e82b2c2","251.63691422","No"
"0x018c3c90dc51a9d1c76923c2b3c5f478e4f8c87e","12898.66298158","No"
"0x018ef37c37cec313864e06119e4daf819222c6d4","0.00438468","No"
"0x01914a6ef8aaf46b3049f04bd3e72d1b172b46cb","269.0491238","No"
"0x01948553410391cb54a68f7f514fa5cc6a9274f8","0.02789485","No"
"0x01978ab8cc8fd531e66853688f21f36a260791f6","65","No"
"0x019b6723a75034be5771aaef9d7f45ec03d26720","4163.12583824","No"
"0x019c199f89b8a374e87b70597bbca748ac084587","250000.85772267","No"
"0x019ddd786537757641e4be3eb3969b17e88630b5","233.20994389","No"
"0x01a1ec9fd2ea16cc92fb99ff0098231df8d3eefb","2595.85","No"
"0x01a2281933f8bd096c83147342f631d392fdc038","53078.75866431","No"
"0x01a35017c1475e9c4daa88771ee5bc9ee427c28f","100","No"
"0x01ae11ca0d7f48dd9d8bd99e4053de475ec724fa","4584.76880543","No"
"0x01b4d3fafaf7a96d603d7c592eca307e082807a9","1287.57551024","No"
"0x01b81e28fcae892f42f6dad7586a2f9d469e75c8","2422.0097","No"
"0x01b932795b6f9f4356923b644d33830ba4912c8f","3019.13853252","No"
"0x01b93c9f056b7442ae8b20b78d61bacc9f174bc3","1E-08","No"
"0x01ba125ef54475f0778a8755dd7cd979f736485c","7.37530288","No"
"0x01c292ab90019cac6565328e2e2849eeb759c7d3","850000","No"
"0x01ca3506420219628b6525624c73c42d2b6fd6ed","25.694","No"
"0x01ca50a6065fe610223adf526734e4e9ac4ab3e5","300.82418326","No"
"0x01ce63fbb6acdbb04b0da827bd819a706af2c8eb","16.81691619","No"
"0x01d1bc1659674d3a3d9172eac3a5ede40bf5a717","453.67697659","No"
"0x01d3d29764963c676b5cbb920f9709f94476b674","1955.37796093","No"
"0x01d858a9b9b00125d2c8b8ca6bee042371de6e12","31.39947568","No"
"0x01d9f2cef7d4000d363f131bfbecc6e91d9a96a9","51497.70132849","No"
"0x01dc940d4aa19ad6ad5b5f6aeaf9d37420aa17a3","35.68279775","No"
"0x01dd3417f468dc9905b866ccce8ea1e4fc4d2fec","5.16754053","No"
"0x01dfb6c42ccf2a886c5ea062ff4954b9e2f83dfc","289.31599517","No"
"0x01e1cab6974e0835b62f51756cd24db86984efb8","148.24075897","No"
"0x01e33c774f07178706d41b4373ed19dc0c39ed19","974.50586621","No"
"0x01eb6473764bc4bd80b8b4b9ab8c26e8b892f6c9","2315","No"
"0x01eebe8dfbced3a0ea179ea6106bf77cbb4a619f","253.02165334","No"
"0x01fd1188c95dfb3ea6c2993f68e68c281a32a931","1684.37482677","No"
"0x0203caf24df982dc8cc0ef0096241b625e2ea277","1276.20834157","No"
"0x0209006de49a44a4b9fe5a08e2819ceb734b1ea7","6464","No"
"0x020985ce967d36479f53b64f4fb1822d24ce320e","2550","No"
"0x020d19fc01e9abaf7d392a42878a435ef2095487","6000","No"
"0x0213268324277d5a6bf3d6a0d07d05bbc69f7016","379.36840786","No"
"0x0213a402474495d09431731e80301cd93f3db26b","21800","No"
"0x021444e86c8599197ec36977d843085270d6626a","5810.8369665","No"
"0x0214737588c223961fa93ee2a2581beb499ac573","5526","No"
