"HolderAddress","Balance","PendingBalanceUpdate"
"0x0d7effefdb084dfeb1621348c8c70cc4e871eba4","2227.78787712689","No"
"0x4c49172a499d18ea3093d59a304eef63f9754e25","2060.22719295192","No"
"0x1b8c266bec765d4cc82f104d51210eb31c0cf7dd","255.03","No"
"0x39e419ba25196794b595b2a595ea8e527ddc9856","76270.6239227351","No"
"0xe7d4b14ab73c428e746e1d0c905fdb9838e5016a","1327.46666666667","No"
"0x85a644f15f3254e174daceb95b0b521d58699c22","1292.51","No"
"0xebdbebd6710d8a305eff9973431279d50647b2ba","1327.46666666667","No"
"0x77cb9c6a8bda3200ab9f5469e983f8f090e62382","534.956666666667","No"
"0x11c1feab0da2570992211f9f48c80133890fd12c","500","No"
"0xb8076533b19c79f064a7d7cb1830dec1c659f685","593.984632594113","No"
"0x0928592f80d63d474257a7b797120e301ba2d987","4899.36513849395","No"
"0x7034e17f11b382545ffd618620ca72e271aea5f6","527.942816546371","No"
"0x0736ae1f68a1d46d435ab49ba09778f3894d9210","535.711799888963","No"
"0x2258c513c23675df98de791d140a6c5f4f765374","1900","No"
"0x5b5ca64db8880c9779864f39c52199622ea55e16","3200","No"
"0x71f34f904224fd95819ad03ff4e4037e5a85ef17","1000","No"
"0x3d2eb61014cd0060876c9a2acaa1c10f228584b0","1137.69939599021","No"
"0x1f35c39915cef153dc882d3b792a7ce399812b45","21.8073668518258","No"
"0x9fe440caa9642160604aa3dde9c15d5c7c4a90c7","0.772070419106621","No"
"0xb7d0596e636dbec773075372868b14d5a224c0fd","1005.89350998057","No"
"0x8353c94a9540a02601c491a3a128355075d0ba1e","152.207287868285","No"
"0xe456b0b888dced437ee9c26840ea2f3d0046fed8","501.203333533333","No"
"0xba31977185a78bb4a189ac6c3a6f301f960c34d2","501.866666866667","No"
"0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","22.4643512559865","No"
"0x531e4c928f7bf5d18b72922870620ad116b1857f","58.0397319682868","No"
"0xf5ba396cb7997138d58db1aa1095ef6863a6095a","243.192279742053","No"
"0x8b9dd0dccf6173f2ea983e7170121e95019595a8","10.2114180137737","No"
"0x9c5e82af05fe50f9d807cf82f08148d41a14fe5b","1329","No"
"0x44bdb19db1cd29d546597af7dc0549e7f6f9e480","648.375593099632","No"
"0x3564e17d5f6b7c9a3c6bd6248bf7b3eeb4927e50","102.7","No"
"0x39c0862fd13de72b2e64a0f850f585fa741a587e","1","No"
"0x1420882d41c7abcf321b2f396700e4691e822dd3","230.360124307311","No"
"0xa99403a37f8f56eb4ff7bb51c214c6c3ab0cb839","1325.11845220518","No"
"0xb2d6aaf0bca136c252ec94f0f06c2489f734675f","128.81742383612","No"
