HolderAddress,Balance_2021-04-14_23-2,Balance_2021-04-16_21-11,Balance_2021-04-18_12-36,Balance_2021-04-19_18-40,Balance_2021-04-20_17-45,Balance_2021-04-21_17-52,Balance_2021-04-22_17-38,Balance_2021-04-23_22-34,Balance_2021-04-24_9-19,Balance_2021-04-25_18-31,Balance_2021-04-26_21-3,Balance_2021-04-27_19-45,Balance_2021-04-28_20-51,Balance_2021-05-01_9-36,Balance_2021-05-04_20-54,Balance_2021-05-05_18-45,Balance_2021-05-09_10-5,Balance_2021-05-12_22-7,Balance_2021-07-18_13-6
0x6b605df8688e49a05167daa261a0bf469a4b56a5,1005070.88907774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3f01f8ba1801bd1d7a348aba3ac9268392665463,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,1003341.18954488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4c49b08711c2135f926adc962ff87adf35b74806,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,900000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
0x2c88782c8ea6b12e8262b9bf6f14d4230317c10e,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6ab240ec96d9a32c63a37df4e529b3f9989079fc,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0
0x8c0c50b592b4961be2fcec2279e2c3dc4a319bf5,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
0xdcc5ae0305ec2cd4bd86de981e47693d2879f3f2,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936,997541.33392936
0x50e01bfad2ff1bd6de9ec6ccca04de5c20c246e1,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929,997431.40002929
0x318e35230dceb9d7b1dab34aa1eaba4ece84a9cc,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0,940590.0
0xbdae31163c5ee8f44f05f596f6a203a1596debbf,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046,910623.046
0x7e51148d3359cfe432958dc2f542ae6c059bff15,900000.0,900000.0,300000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
