HolderAddress,Balance_2021-04-14_23-1,Balance_2021-04-15_15-54,Balance_2021-04-16_19-33,Balance_2021-04-18_11-15,Balance_2021-04-19_17-9,Balance_2021-04-20_16-59,Balance_2021-04-21_16-56,Balance_2021-04-22_16-33,Balance_2021-04-23_21-25,Balance_2021-04-24_8-18,Balance_2021-04-25_17-33,Balance_2021-04-26_20-6,Balance_2021-04-27_18-49,Balance_2021-04-28_19-55,Balance_2021-04-30_12-56,Balance_2021-05-01_8-42,Balance_2021-05-04_20-0,Balance_2021-05-05_17-49,Balance_2021-05-09_9-10
0x9f82e88603ebf0595c96f1ee3b28eecbf1915435,1409.672682,1409.672682,1409.672682,1409.672682,1409.672682,1409.672682,1409.672682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4d246be90c2f36730bb853ad41d0a189061192d3,1364.62269322394,942.8889427242192,884.4878739499301,1129.0644622561658,860.8653127370026,1628.6154132257147,1379.3971263054416,1423.7151770335736,1873.1930319135995,973.1930319135996,926.332540227,1460.5114691122103,1061.3981312106034,1375.4161350584372,800.0001025151862,1196.3600874599208,896.8726885672097,847.0452293331196,1349.9849457768528
0xcce8d59affdd93be338fc77fa0a298c2cb65da59,1331.58544387143,1331.5854438714316,1331.5854438714316,1331.5854438714316,1331.5854438714316,1331.5854438714316,1335.5854438714316,1335.5854438714316,1335.5854438714316,1335.5854438714316,1335.5854438714316,1335.5854438714316,1296.7981938714315,1297.7981938714315,1297.7981938714315,1297.7981938714315,716.5032707214317,793.5343443214316,673.5499011106396
0x9c5e82af05fe50f9d807cf82f08148d41a14fe5b,1329.0,1329.0,1329.0,1229.0,1229.0,1129.0,1129.0,1129.0,1129.0,1129.0,1129.0,1129.0,829.0,729.0,729.0,729.0,429.0,429.0,619.76
0xe7d4b14ab73c428e746e1d0c905fdb9838e5016a,1327.46666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667
0xebdbebd6710d8a305eff9973431279d50647b2ba,1327.46666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667,1327.4666666666667
0xa99403a37f8f56eb4ff7bb51c214c6c3ab0cb839,1325.11845220518,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813,1325.1184522051813
0x92813112a97695474300413e17b6bfd008d39987,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137,1310.990137
0x71b07fc17dd9f1787938e7c02b168f8482c2c1de,1307.99333333333,1347.77,1357.38,1371.7666666666669,1414.3266666666666,1491.8433333333332,1501.84,1508.19,1570.09,1572.3633333333332,1615.8266666666666,1650.6,1690.486666666667,1750.2233333333334,1847.9133333333327,1882.233333333333,2010.3366666666664,2055.1,2246.5033333333336
0x85a644f15f3254e174daceb95b0b521d58699c22,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51,1292.51
0x01990133fa08a823ef75c4ca3f63801c8e6143f1,1283.94009,1283.94009,1283.94009,1283.94009,1283.94009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb8f2ff2e1cad792f3349abe478b2c2797d99a6c7,1282.53419602511,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114,1282.5341960251114
0x4fa74dfd722e0e90acda84e113a13136b2d6c76b,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,1268.657238,0.0,0.0,0.0,0.0,0.0
0xb7deec01bad0fa7f59ab553644f3f76928b0f521,1248.72378609077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4bd9df209302af6d47f0934c6d1f2e0588342692,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672,1200.1131672
0xeabfaa228bebeec11949dd6b5cecf62c87404a21,1189.94,1189.94,1189.94,1189.94,1189.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf2e78d48a03d995d8321fe31b57b2a054e12a867,1189.185,1189.185,1308.522,1362.566,1466.953,121.166,39.0,96.739,0.0,0.0,0.0,75.321,117.645,117.645,254.549,259.314,0.0,52.571,46.0
0xa5e029d1e85bef15519ed848054d63c12777eaf1,1172.15578749,1172.15578749,1172.15578749,1442.84955749,1442.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1342.84955749,1000.84955749,1000.84955749,935.84955749
0x13882e358138b85388b3083353df8ccd02547e5c,1155.854,1155.854,1155.854,1155.854,1155.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xc08e6597658352a16974d996c245be8110248e1e,1145.76578843939,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,1145.7657884393927,694.7657884393928,694.7657884393928,694.7657884393928,694.7657884393928,544.7657884393928,469.7657884393928,349.7657884393928
0x3d2eb61014cd0060876c9a2acaa1c10f228584b0,1137.69939599021,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207,1137.699395990207
0x72def066d03e8864351342119cdd14759490ebd4,1136.3210995,1136.3210995,1136.3210995,1136.3210995,1136.3210995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x85483d2f55efd14bd01b0c3301e8f0f4bc013cd6,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318,1127.59759318
