HolderAddress,Balance_2021-04-14_23-2,Balance_2021-04-16_20-26,Balance_2021-04-18_12-0,Balance_2021-04-19_17-59,Balance_2021-04-20_17-23,Balance_2021-04-21_17-31,Balance_2021-04-22_17-9,Balance_2021-04-23_22-12,Balance_2021-04-24_8-55,Balance_2021-04-25_18-8,Balance_2021-04-26_20-41,Balance_2021-04-27_19-24,Balance_2021-04-28_20-30,Balance_2021-04-30_13-31,Balance_2021-05-01_9-14,Balance_2021-05-04_20-34,Balance_2021-05-05_18-24,Balance_2021-05-09_9-44
0x92f27ec5da68bf35b00946e49f07c84d33582b96,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494,0.1494
0x46a74fe54e48ed599c0cbc18de0fc7418127969d,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581,0.14939192628581
0x4eef8802830b284ece5f5e58de46c5e575a3d39e,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316,0.1493316
0x010931976227576a1139da8201c25e01a38d9da0,0.149200241496234,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338,0.1492002414962338
0xc643bd897efbff2ff3923a9a7812f65f0db08ad3,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.149105430669536,0.14910543066953602
0x75d045168fc8c621095ae9643cef43034c0ee21f,0.148934573893177,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.1489345738931766,0.0689345738931766,0.0689345738931766,0.06893457389317667
0xc5064cc0510562e4b24dd3131ea3c9ec1b6a3bb5,0.148777908959893,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928,0.1487779089598928
0x8f4931bbea66fae73a2941e6502a9a9970ec6d30,0.148769686665033,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.1487696866650331,0.14876968666503318
0xcc7357203c0d1c0d64ed7c5605a495c8fbebac8c,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.14871233,0.0,0.0,0.0,0.0,0.0
0x9c334147502fdef96ae2f7035c9822157eafbb4f,0.148554905276047,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.1485549052760466,0.14855490527604662
0xa1b472355a090b88961c995e6ab28e35ef2e3dc1,0.148499999858729,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.1484999998587286,0.0,0.0,0.0
0x724145a6aa342cfa3a41146b4d871e069393c18d,0.148446238523281,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.1484462385232812,0.0,0.0,0.0,0.0,0.0
0x4d638d03c2e7f91cc4eb381eca386a22f012ab9a,0.148407216200039,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.1484072162000393,0.14840721620003935
0x94127c95a3f868cba313e6779dc22a3cf4f09759,0.148346888016322,0.1421092460973479,0.1421092460973479,0.1329490348192397,0.1432222600887321,0.1432222600887321,0.1432222600887321,0.1432222600887321,0.1500387763977073,0.1500387763977073,0.1500387763977073,0.1544490771263858,0.1504936230577424,0.1561028111965609,0.1561028111965609,0.1641365068266114,0.1641365068266114,0.17452154065250394
0x4d5b09756be3617b5e091190c3f4c9a180ae5a31,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872,0.1482872
0xcf0d6470a4f6023561dc644cf37baceeb630d1da,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228,0.148228
0xe1e92c34b4a26e95da314d818b5d904efb3961bd,0.148193452118863,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.1481934521188628,0.14819345211886287
