HolderAddress,Balance_2021-04-14_23-1,Balance_2021-04-16_20-21,Balance_2021-04-18_11-56,Balance_2021-04-19_17-55,Balance_2021-04-20_17-21,Balance_2021-04-21_17-18,Balance_2021-04-22_16-56,Balance_2021-04-23_21-58,Balance_2021-04-24_8-41,Balance_2021-04-25_17-55,Balance_2021-04-26_20-28,Balance_2021-04-27_19-12,Balance_2021-04-28_20-17,Balance_2021-04-30_13-19,Balance_2021-05-01_9-2,Balance_2021-05-04_20-22,Balance_2021-05-05_18-12,Balance_2021-05-09_9-32
0x8cf28d54204b8cee5156313b5365c7db7155ee4c,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644,14802.88458644
0x3fc18532b32bd032cc57e2a2b79a12ed46dbfa67,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436,14750.60333436
0xd8d69d510fe2c479507ae89cabb200e501980e30,14474.0,14474.0,14474.0,14474.0,14474.0,14474.0,14474.0,14474.0,14474.0,9000.0,9000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
0x51df53c3c3a963e03d6210914b20f36d4d7531a0,14470.40482106,15731.88966657,16939.26932396,16939.26932396,16939.26932396,16939.26932396,16939.26932396,16939.26932396,16939.26932396,16939.26932396,16939.26932396,16939.26932396,16939.26932396,18364.73642975,18364.73642975,23146.56244606,19546.56244606,21614.18604169
0x57523ea9fcc1961f4b7c077e274f9d46ed69e45d,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812,14455.89775812
0x47c6a3e326036767a8f1a193fb9bae9d1edd3b1e,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0,14106.0
0xcd6b2f67abc1f1a78941c486d319228c8ee2c8f2,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938,14043.43121938
0xd9ea89e043dc6b776ee5f8ef2d975df8970b7df5,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0,13976.0
0x120c9e984aa54aa5e767459bd78358cc79fc65b2,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0,13867.0
0x5d57db2f07e767d1dc884a75df0f1656ef1895c6,13834.0,5000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,25000.0,25000.0,25000.0,25000.0
