HolderAddress,Balance_2021-04-14_23-2,Balance_2021-04-16_21-35,Balance_2021-04-18_13-1,Balance_2021-04-19_19-3,Balance_2021-04-20_17-57,Balance_2021-04-21_18-4,Balance_2021-04-22_18-3,Balance_2021-04-23_22-48,Balance_2021-04-24_9-31,Balance_2021-04-25_18-43,Balance_2021-04-26_21-15,Balance_2021-04-27_19-57,Balance_2021-04-28_21-3,Balance_2021-05-01_9-48,Balance_2021-05-04_21-6,Balance_2021-05-05_18-57,Balance_2021-05-09_10-17
0x0ba2a19e55cf8a96ac37a81ff9a6b56625b5f08c,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046,680126.909833046
0x038bed423db89065ce4adf62521d7afff0b4d53f,638811.847108274,638811.8471082743,638811.8471082743,638811.8471082743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x079ca3f710599739a22673c2856202f90d3a8806,576257.239985671,582016.3943874087,598088.2885381617,656739.8987795457,654434.5471337134,628930.147142948,618024.1125632022,620100.5332198931,622532.3445638273,591764.0537047598,519093.75721456256,513635.4036896849,498447.0136602699,527249.5694936829,528858.9960787761,534239.9121495845,661780.9979208544
0x3136ed252d6ec340c7d2fb1285c15add1fd4e0fa,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84,512439.84
0x5e14ed9dcee22ba758e8de482301028b261c4a14,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096,505791.92096
0x69a83291717dae5e73c64c2032a1b092e65d0a05,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0,500005.0
0x153f0fd4be54d3dc69637404428a4228d3fe6d81,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x2fce2e41abc06b687742b4b18176ca44107afff0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x24b4d989468941737337b62cfcf2edce221d2dc2,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x3a3de777778174676985e6778275f0821db6e3f1,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x44f34ef2be797b150b37be45fcf864da6e9562d0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x1ca8df6c1dbc7ca95eb4098d2757f22cc986655f,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x76bab87a9efaaa2f8075724efbf9678e10260071,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x550b1d3afe4a03990e61046415250e6776a7b83b,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x2f39d8ea43b9b6eb11899b7e53185b0dfd9ec1db,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0
0x0b70d252de55973c2aa783a35417edaf34aebf17,491052.943167039,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394,491052.9431670394
0x09cf91d5e137cf047eb9e0551ceb18239b46d3dd,475652.612969467,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,475652.6129694675,465652.6129694675,169439.37999199744,169439.37999199744,267438.7094341521
0x115428d8ad4f42d5248f77447cd284358b103784,456670.398712623,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334,456670.39871262334
0x4b0d3273b75aa15715be2e36e111f4ca8ab6c9f8,450646.288892321,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,450646.28889232135,0.0,0.0
0x34ea4138580435b5a521e460035edb19df1938c1,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0,433878.0
0x3744da57184575064838bbc87a0fc791f5e39ea2,428469.011962166,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659,428469.0119621659
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,428097.268580575,189746.99563416507,220671.0928699629,235781.8475938201,211781.8475938201,222688.4541959632,229185.7392636556,234886.03816252787,241942.57303603788,248637.73344564752,258263.11236558983,258840.8502702743,260375.924224308,265923.3103223106,290447.0466694453,300750.313271161,366739.8085947183
0x06fed18718975d9e178e0c0fea35c18eac794c3f,427152.795342944,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.7953429445,427152.79534294445
0x01e8321566d399fe4697febb7f1f44e51401ae6e,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0
0x1227d5ed6ebc4801277f7b2722f8d2d5deddeaa4,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0
0x0478657e34303591aa889dd5e265a93d59c99961,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0
0x483dffdf7deb446ea4e7c84641cb210e2c2bf8ea,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0,420000.0
0x617a2164683bcf8445e3f981173b3fb5aeb05be9,415754.628717175,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487,415754.62871717487
0x7033b2ba9d37c98a53a5d548e3ca26990b571071,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828,409076.145899828
0x2a85fdbfce128050bc7f1bd5ae6c4fac5e2e39e4,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
0x6cc8fff60a60ab0373fb3072f0b846450a8fa443,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
0x04c517d53918c189cf4a9fe256ee4b76743adf52,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
0x5e82b73243084ef287b7cc0f994623aa5efbcccf,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
0x6618a483f511eeaf5813eb3da51e69b85d4e7392,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
0x564286362092d8e7936f0549571a803b203aaced,366360.79298248,203130.63710665,357995.5957608,253769.43543037,225111.91635118,158744.65146518,359714.13367873,218516.60580963,215221.86826405,152360.12201825,120877.55862972,351845.76577825,235969.41276364,356134.17605056,108158.99314216,336060.06505931,296058.26243516
0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,365855.726118488,335854.5351700877,329209.56545150443,329209.56545150443,329209.56545150443,329209.56545150443,316091.04754494654,316091.04754494654,316091.04754494654,316091.04754494654,316091.04754494654,276091.04754494654,206121.0819410476,180841.56714415565,180841.56714415565,180841.56714415565,180841.56714415565
0x19184ab45c40c2920b0e0e31413b9434abd243ed,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53,364996.53
0x0eb1afd80aec9e991c5f8d95a421be187974912f,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063,357358.804063
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,354633.80922269,136902.7072389,290079.00097287,218900.90596587,189761.23725753,117305.13798421,283105.69946569,188731.40814102,157900.30506803,100635.60570746,339050.45615338,214460.29783364,133202.38821088,244559.07209087,315307.30772418,220400.06125578,348154.06105075
0x6bb8bc41e668b7c8ef3850486c9455b5c86830b3,350000.856879666,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645,350000.85687966645
0x3dfd23a6c5e8bbcfc9581d2e864a68feb6a076d3,329212.308957272,310805.16291879106,308836.3474628329,365296.6010512029,366066.9476989733,420637.3515295513,419307.4045256321,420044.6026044762,419803.7169028117,384297.0409924131,362266.743507008,327157.76677516184,321533.6446656321,319866.83234480745,322553.4983075068,318932.48052743,318961.9810342653
0x189b90ac0b9b4356d6087eab57c4840ac3314fcb,316312.619423469,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895,316312.61942346895
0x46eea8d5b37d2db51f35c1bc8c50cbf80fb0ffe5,300165.172232459,300165.17223245866,300165.17223245866,300165.17223245866,0.0,0.0,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304,300168.6514638304
0x2e8aa527eb42e1387c1ecb7166458d2f64f81f0b,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0
0x72a53cdbbcc1b9efa39c834a540550e23463aacb,299900.0,524900.0,524900.0,524900.0,524900.0,524900.0,524900.0,524900.0,524900.0,524900.0,524900.0,524900.0,507900.0,507900.0,507900.0,507900.0,477900.0
0x1692e170361cefd1eb7240ec13d048fd9af6d667,255000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0,225000.0
0x701163aeffaeccebaf8e916c4f917506340c3382,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761,247460.3761
0x4f76ff660dc5e37b098de28e6ec32978e4b5beb6,232286.03054988,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795,232286.0305498795
0x3b89b64cc9b06551d07e768f477f36ed4644c62c,220285.179147962,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621,220285.1791479621
0x0548f59fee79f8832c299e01dca5c76f034f558e,216266.515726983,216266.5157269828,216266.5157269828,216266.5157269828,216266.5157269828,216266.5157269828,416266.5157269829,416266.5157269829,416266.5157269829,416266.5157269829,416266.5157269829,416266.5157269829,416266.5157269829,423729.20229414286,423729.20229414286,423918.24339004286,548918.2686146129
0x3dda643dcbea49433f79b481b238dfe12c376ca2,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903,206102.463903
0x11d4ac43f9dcfd2fa671e4cb6f04fd4d46d55c2b,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371,206000.16170371
0x0ab5afd5a8f4407db892f9035053a8889b72fa2e,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99,199997.99
0x4e8f4daa59c8471d7ce784f27e4c2f1e5c351b0e,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975,199997.975
0x338f3ec014d7edacb98506881d1e18dc00980fdc,199478.666576531,199478.66657653137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x07f0c419f53c6363fb26edd1e5ff874804b846df,183111.46867559,183111.46867559,183111.46867559,183111.46867559,183111.46867559,183111.46867559,183111.46867559,183111.46867559,183111.46867559,183111.46867559,0.46867559,0.46867559,0.46867559,0.46867559,0.46867559,0.46867559,0.46867559
